user,tweet,date,likes,geo,coordinates,place,user_loc,query
TheRealGulu,RT @VictorIsrael_: Wow! This is so beautiful. Everyone who came to stand in solidarity with Asiwaju Bola Tinubu and Shettima at the Teslim…,2022-11-26 16:48:18+00:00,0,,,,in ✈️ | 🌎 |,bola tinubu
ObiMart85651195,RT @VictorIsrael_: Wow! This is so beautiful. Everyone who came to stand in solidarity with Asiwaju Bola Tinubu and Shettima at the Teslim…,2022-11-26 16:48:18+00:00,0,,,,,bola tinubu
ObiEmeka797,"RT @jarmari01: This is what we call true love for the true son of the soil.

Lagos is home and it will always be home. Asiwaju Bola Ahmed T…",2022-11-26 16:48:17+00:00,0,,,,,bola tinubu
iFadiya455,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:48:14+00:00,0,,,,Planet Earth,bola tinubu
AbdulMahmud01,"RT @michael_belex: ""Go and take your APV APC and you must vote""

Today's banger 😂🤣😂

• Manifesto • Gistlover • Rufai • Asiwaju Bola Ahmed T…",2022-11-26 16:48:12+00:00,0,,,,"Farnham Royal, England",bola tinubu
CodeEssential,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:48:11+00:00,0,,,,,bola tinubu
kingcyruslives,"RT @Makavelli275: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022. https://t.co/…",2022-11-26 16:48:10+00:00,0,,,,Nigeria,bola tinubu
biffamna,"RT @michael_belex: ""Go and take your APV APC and you must vote""

Today's banger 😂🤣😂

• Manifesto • Gistlover • Rufai • Asiwaju Bola Ahmed T…",2022-11-26 16:48:09+00:00,0,,,,Nigeria,bola tinubu
sheddynix,"RT @von_Bismack: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022.

This man need…",2022-11-26 16:48:09+00:00,0,,,,Nigeria,bola tinubu
Bigwinar,RT @VictorIsrael_: Asiwaju bola Ahmed Tinubu drops another banger. Oga said we should go and collect our APV. When did INEC change PVC to A…,2022-11-26 16:48:07+00:00,0,,,,Pitakwa,bola tinubu
NikeOrimoloye,"RT @Makavelli275: “The national chairman was almost painted like a pancake in God’s ears”-Bola Ahmed Tinubu, Nov. 26th, 2022. https://t.co/…",2022-11-26 16:48:05+00:00,0,,,,"Ottawa, Canada",bola tinubu
bola_leeHimself,"As  Tinubu  continues his agbero politics public show of shame, a lot of people tend to see how vile, arrogant and empty he is 

More and more undecided voters tilt towards Peter Obi after each Tinubu public appearance",2022-11-26 16:48:04+00:00,0,,,,,bola tinubu
JnrMcspencer,"RT @michael_belex: ""Go and take your APV APC and you must vote""

Today's banger 😂🤣😂

• Manifesto • Gistlover • Rufai • Asiwaju Bola Ahmed T…",2022-11-26 16:48:02+00:00,0,,,,"Abuja, Nigeria",bola tinubu
meetolu,RT @VictorIsrael_: Wow! This is so beautiful. Everyone who came to stand in solidarity with Asiwaju Bola Tinubu and Shettima at the Teslim…,2022-11-26 16:48:02+00:00,0,,,,in your area,bola tinubu
Hurpee_1,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:48:01+00:00,0,,,,"Lagos, Nigeria",bola tinubu
MeetMrAustin,RT @mindset_tweet: Those that love Bola Tinubu should go and collect their APV APC card and Vote for him!,2022-11-26 16:48:01+00:00,0,,,,"Enugu, Nigeria",bola tinubu
lordhenryIII,"RT @officialjandor: Today, markets across Lagos have been forced to close with all Traders mandated by Governor Sanwoolu government, to att…",2022-11-26 16:47:59+00:00,0,,,,,bola tinubu
iFadiya455,RT @mindset_tweet: Those that love Bola Tinubu should go and collect their APV APC card and Vote for him!,2022-11-26 16:47:56+00:00,0,,,,Planet Earth,bola tinubu
KakaHills,"RT @Nzube_Agbo: When Kenneth Okonkwo said that Asiwaju Bola Ahmed Tinubu has become food for comedians, and a creator of comic relief, he w…",2022-11-26 16:47:56+00:00,0,,,,Nigeria,bola tinubu
